id,category,subcategory,name,priority,group,job_titles,archived,subCatOrderID,skillOrderID,mainCatOrderID
233,Real Estate & Property Management,Management,Property management: residential,5,,Residential Property Manager,false,1,2,12
234,Real Estate & Property Management,Management,Property management: commercial,5,,Commercial Property Manager,false,1,3,12
235,Real Estate & Property Management,Management,Maintenance: residential properties,5,84,Residential Building Maintenance Manager,false,1,4,12
236,Real Estate & Property Management,Management,Maintenance: commercial properties / facilities,5,85,Commercial Building Maintenance Manager,false,1,5,12
237,Real Estate & Property Management,Brokers & Real Estate Agents,Real estate agent: residential,3,20,"Residential Real Estate Agent, Real Estate Sales Professional",false,2,3,12
238,Real Estate & Property Management,Brokers & Real Estate Agents,Real estate agent: commercial,4,21,"Commercial Real Estate Agent, Real Estate Sales Professional",false,2,4,12
239,Real Estate & Property Management,Transaction & Appraisal Services,Escrow,3,44,"Escrow Administrator, Escrow Specialist",false,3,1,12
240,Real Estate & Property Management,Transaction & Appraisal Services,Titles,3,,"Title Specialist, Title Professional",false,3,2,12
241,Real Estate & Property Management,Transaction & Appraisal Services,Property appraisal: residential,3,45,"Residential Property Appraiser, Residential Property Appraisal Specialist, Residential Real Estate Appraiser",false,3,3,12
242,Real Estate & Property Management,Transaction & Appraisal Services,Property appraisal: commercial,3,46,"Commercial Property Appraiser, Commercial Property Appraisal Specialist, Commercial Real Estate Appraiser",false,3,4,12
243,Real Estate & Property Management,Maintenance & Inspection,Maintenance: residential properties,3,86,Residential Building Maintenance Technician,false,4,1,12
244,Real Estate & Property Management,Maintenance & Inspection,Maintenance: commercial properties / facilities,3,87,Commercial Building Maintenance Technician,false,4,2,12
245,Real Estate & Property Management,Maintenance & Inspection,General labor: light lifting,1,12,"Team Member, Associate, Crew Member",true,4,3,12
246,Real Estate & Property Management,Maintenance & Inspection,General labor: heavy lifting,1,13,"Team Member, Associate, Crew Member",false,4,4,12
247,Real Estate & Property Management,Maintenance & Inspection,Inspection: residential buildings,3,47,"Residential Building Inspector, Residential Building Inspection Specialist",false,4,5,12
248,Real Estate & Property Management,Maintenance & Inspection,Inspection: commercial buildings,3,48,"Commercial Building Inspector, Commercial Building Inspection Specialist",false,4,6,12
249,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Hotels / lodging,5,,Hotel Manager,false,1,1,13
250,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Events operations,5,,"Event Operations Manager, Events Manager, Event Planning & Coordination Manager",false,1,2,13
251,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Recreation facilities / centers (indoor & outdoor),5,,Operations Manager,false,1,3,13
252,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Amusement parks,5,,Amusement Park Operations Manager,false,1,4,13
253,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Venues,5,,Venue Operations Manager,false,1,5,13
254,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Stage / performance: production,5,,"Production Manager, Production Director",false,1,6,13
255,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Stage / performance: audio,4,,"Audio Production Manager, Sound Manager, Audio Supervisor",false,1,7,13
256,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Stage / performance: lighting,4,,Lighting Production Manager,false,1,8,13
257,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Video: production,5,30,Video Production Manager,false,1,9,13
258,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Audio: production,5,31,"Audio Production Manager, Audio Engineer Lead",false,1,10,13
259,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Lifeguard,5,,Lifeguard Supervisor,false,1,11,13
260,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Museums & cultural centers,5,,Curator,false,1,12,13
261,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Casinos,5,,Casino Operations Manager,false,1,13,13
262,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Golf courses,5,,Golf Course Manager,false,1,14,13
263,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Caddy,5,,Caddy Manager,false,1,15,13
264,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Janitorial / custodial,5,56,"Janitorial Services Manager, Custodial Services Manager",false,1,16,13
265,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Housekeeping services,5,55,"Housekeeper, Housekeeping",false,1,17,13
266,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Valet / parking,4,2,"Parking Manager, Parking Management, Parking Lead, Parking Supervisor",false,1,18,13
267,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Security,5,51,"Security Manager, Security Lead",false,1,19,13
268,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Maintenance: residential properties,5,84,Residential Building Maintenance Manager,false,1,20,13
269,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Maintenance: commercial properties / facilities,5,85,Commercial Building Maintenance Manager,false,1,21,13
270,"Lodging, Events, Recreation, Entertainment & Attractions",Management,"Maintenance: industrial equipment, machinery & systems",5,88,"Industrial Maintenance Manager, Maintenance Manager",false,1,22,13
271,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Maintenance & service: commercial pools,5,57,Commercial Pool Maintenance & Service Manager,false,1,23,13
272,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Landscaping & groundskeeping: crew & grounds management,4,70,Landscaping Manager,false,1,24,13
273,"Lodging, Events, Recreation, Entertainment & Attractions",Management,Landscaping & groundskeeping: golf courses,5,71,Golf Course Groundskeeping Manager,false,1,25,13
274,"Lodging, Events, Recreation, Entertainment & Attractions",Event & Guest Services,Event planning & coordination,3,,Events Planner & Coordinator,false,2,1,13
275,"Lodging, Events, Recreation, Entertainment & Attractions",Event & Guest Services,Customer service,3,6,"Customer Service Associate, Customer Service, Associate",false,2,2,13
276,"Lodging, Events, Recreation, Entertainment & Attractions",Event & Guest Services,Cashier,2,8,"Cashier, Team Member, Associate",false,2,3,13
277,"Lodging, Events, Recreation, Entertainment & Attractions",Event & Guest Services,Valet / parking,1,15,"Parking Attendant, Parking Associate, Parking Valet, Car Attendant",false,2,4,13
278,"Lodging, Events, Recreation, Entertainment & Attractions",Event & Guest Services,Lifeguard,3,,Lifeguard,false,2,5,13
279,"Lodging, Events, Recreation, Entertainment & Attractions",Event & Guest Services,Caddy,3,,Caddy,false,2,6,13
280,"Lodging, Events, Recreation, Entertainment & Attractions",Event & Guest Services,Tour guide,3,,"Tour guide, Culture guide",false,2,7,13
281,"Lodging, Events, Recreation, Entertainment & Attractions",Event & Guest Services,Casino table games,3,,Casino Games Professional,false,2,8,13
282,"Lodging, Events, Recreation, Entertainment & Attractions","Stage, Audio, Video & Photo",Stage / performance: audio,3,,Audio Technician,false,3,1,13
283,"Lodging, Events, Recreation, Entertainment & Attractions","Stage, Audio, Video & Photo",Stage / performance: lighting,3,,Lighting Technician,false,3,2,13
284,"Lodging, Events, Recreation, Entertainment & Attractions","Stage, Audio, Video & Photo",Carpentry: stage / theater,4,89,Stage Carpenter,false,3,3,13
285,"Lodging, Events, Recreation, Entertainment & Attractions","Stage, Audio, Video & Photo",Audio: recording,3,39,Audio Recording Professional,false,3,4,13
286,"Lodging, Events, Recreation, Entertainment & Attractions","Stage, Audio, Video & Photo",Video: recording,3,37,Video Recording Professional,false,3,5,13
287,"Lodging, Events, Recreation, Entertainment & Attractions","Stage, Audio, Video & Photo",Photography,3,36,Photographer,false,3,6,13
288,"Lodging, Events, Recreation, Entertainment & Attractions","Stage, Audio, Video & Photo",Drones: arial,3,38,Drone Operator,false,3,7,13
289,"Lodging, Events, Recreation, Entertainment & Attractions","Stage, Audio, Video & Photo",General labor: light lifting,1,12,"Team Member, Associate, Crew Member",false,3,8,13
290,"Lodging, Events, Recreation, Entertainment & Attractions","Stage, Audio, Video & Photo",General labor: heavy lifting,1,13,"Team Member, Associate, Crew Member",false,3,9,13
291,"Lodging, Events, Recreation, Entertainment & Attractions","Models, Performers & Influencers / Brand Ambassadors",Model,3,34,Model,false,4,1,13
292,"Lodging, Events, Recreation, Entertainment & Attractions","Models, Performers & Influencers / Brand Ambassadors",Performer,3,35,Performer,false,4,2,13
293,"Lodging, Events, Recreation, Entertainment & Attractions","Models, Performers & Influencers / Brand Ambassadors",Influencer: social media platforms,3,32,Influencer,false,4,3,13
294,"Lodging, Events, Recreation, Entertainment & Attractions","Models, Performers & Influencers / Brand Ambassadors",Influencer: blogs & newsletters,3,33,Influencer,false,4,4,13
295,"Lodging, Events, Recreation, Entertainment & Attractions",Security Operations,Security: unarmed,3,52,"Unarmed Security Guard, Security, Security Guard",false,5,1,13
296,"Lodging, Events, Recreation, Entertainment & Attractions",Security Operations,Security: armed,4,53,"Armed Security Guard, Armed Security",false,5,2,13
297,"Lodging, Events, Recreation, Entertainment & Attractions","Maintenance, Janitorial & Cleaning",Maintenance: residential properties,3,86,Residential Building Maintenance Technician,false,6,1,13
298,"Lodging, Events, Recreation, Entertainment & Attractions","Maintenance, Janitorial & Cleaning",Maintenance: commercial properties / facilities,3,87,Commercial Building Maintenance Technician,false,6,2,13
299,"Lodging, Events, Recreation, Entertainment & Attractions","Maintenance, Janitorial & Cleaning","Maintenance: industrial equipment, machinery & systems",3,90,"Industrial Maintenance Technician, Industrial Maintenance Specialist, Industrial Maintenance Professional",false,6,3,13
300,"Lodging, Events, Recreation, Entertainment & Attractions","Maintenance, Janitorial & Cleaning",Maintenance & service: residential pools,3,59,"Residential Pool Maintenance & Service Specialist, Residential Pool Maintenance & Service Professional",false,6,4,13
301,"Lodging, Events, Recreation, Entertainment & Attractions","Maintenance, Janitorial & Cleaning",Maintenance & service: commercial pools,4,60,"Commercial Pool Maintenance & Service Specialist, Commercial Pool Maintenance & Service Professional",false,6,5,13
302,"Lodging, Events, Recreation, Entertainment & Attractions","Maintenance, Janitorial & Cleaning",Housekeeping services,2,58,"Housekeeping Service, Cleaning Service, Cleaning Professional, Housekeeping Professional",false,6,6,13
303,"Lodging, Events, Recreation, Entertainment & Attractions","Maintenance, Janitorial & Cleaning",Janitorial / custodial,2,14,"Steward, Custodian, Janitorial Services Associate",false,6,7,13
304,"Lodging, Events, Recreation, Entertainment & Attractions",General Labor,General labor: light lifting,1,12,"Team Member, Associate, Crew Member",false,7,1,13
305,"Lodging, Events, Recreation, Entertainment & Attractions",General Labor,General labor: heavy lifting,1,13,"Team Member, Associate, Crew Member",false,7,2,13
306,Driving & Equipment Operation,Standard Driver's License,Valet / parking,1,15,"Parking Attendant, Parking Associate, Parking Valet, Car Attendant",false,1,1,14
307,Driving & Equipment Operation,Standard Driver's License,Transporting people,2,,Driver,false,1,2,14
308,Driving & Equipment Operation,Standard Driver's License,Transporting / delivering items,2,91,Delivery Driver,false,1,3,14
309,Driving & Equipment Operation,Standard Driver's License,Snow plowing,3,,Snow Plow Driver,false,1,4,14
310,Driving & Equipment Operation,Commercial Driver's Licenses,Class A,4,92,Driver: Class A License,false,2,1,14
311,Driving & Equipment Operation,Commercial Driver's Licenses,Class B,4,93,Driver: Class B License,false,2,2,14
312,Driving & Equipment Operation,Commercial Driver's Licenses,Class C,4,94,Driver: Class C License,false,2,3,14
313,Driving & Equipment Operation,Commercial Driver's Licenses,Endorsement H: hazardous materials,4,95,Driver: Endorsement H,false,2,4,14
314,Driving & Equipment Operation,Commercial Driver's Licenses,Endorsement N: tanker vehicles,4,96,Driver: Endorsement N,false,2,5,14
315,Driving & Equipment Operation,Commercial Driver's Licenses,Endorsement P: passenger,4,97,Driver: Endorsement P,false,2,6,14
316,Driving & Equipment Operation,Commercial Driver's Licenses,Endorsement S: school bus,4,98,Driver: Endorsement S,false,2,7,14
317,Driving & Equipment Operation,Commercial Driver's Licenses,Endorsement T: double / triple trailers,4,99,Driver: Endorsement T,false,2,8,14
318,Driving & Equipment Operation,Equipment Operation,Drones: arial,3,38,Drone Operator,false,3,1,14
319,Driving & Equipment Operation,Equipment Operation,Heavy equipment: GPS / machine controls,3,100,Machine Control Specialist,false,3,2,14
320,Driving & Equipment Operation,Equipment Operation,Light & medium equipment: earthwork / construction,3,80,Light / Medium Equipment Operator,false,3,3,14
321,Driving & Equipment Operation,Equipment Operation,Light & medium equipment: warehouse / yard / port,3,81,Light / Medium Equipment Operator,false,3,4,14
322,Driving & Equipment Operation,Equipment Operation,Concrete pumping,3,101,Concrete Pump Operator,false,3,9,14
323,Driving & Equipment Operation,Equipment Operation,Heavy equipment: earthwork / construction,4,82,Heavy Equipment Operator,false,3,5,14
324,Driving & Equipment Operation,Equipment Operation,Heavy equipment: warehouse / yard / port,4,102,Heavy Equipment Operator,false,3,6,14
325,Driving & Equipment Operation,Equipment Operation,Heavy equipment: cranes,4,103,Crane Operator,false,3,7,14
326,Driving & Equipment Operation,Equipment Operation,Heavy equipment: paving & roadway,4,104,Paving & Roadway Heavy Equipment Operator,false,3,8,14
327,Driving & Equipment Operation,Equipment Operation,Drilling: directional,3,105,Directional Drill Operator,false,3,10,14
328,Driving & Equipment Operation,Equipment Operation,Drilling: well,3,106,Well Driller,false,3,11,14
329,Driving & Equipment Operation,Equipment Operation,Drilling: foundational,3,107,Foundation Driller,false,3,12,14
330,"Logistics, Warehousing & Distribution",Management,Warehouse / yard / port,5,,"Operations Manager, Director of Operations",false,1,1,15
331,"Logistics, Warehousing & Distribution",Management,Logistics,5,,"Logistics Manager, Logistics Lead",false,1,2,15
332,"Logistics, Warehousing & Distribution",Management,Receiving,5,,"Receiving Manager, Receiving Lead",false,1,3,15
333,"Logistics, Warehousing & Distribution",Management,Shipping,5,,"Shipping Manager, Shipping Lead",false,1,4,15
334,"Logistics, Warehousing & Distribution",Management,Inventory,5,1,"Inventory Manager, Inventory Operations Lead",false,1,5,15
335,"Logistics, Warehousing & Distribution",Management,Transportation,5,,"Transportation Manager, Transit Operations Manager",false,1,6,15
336,"Logistics, Warehousing & Distribution",Management,Maintenance & service: automotive,5,109,"Automotive Service Manager, Automotive Maintenance Manager",false,1,9,15
337,"Logistics, Warehousing & Distribution",Management,Maintenance & service: Heavy engine & equipment,5,110,"Heavy Engine & Equipment Service Manager, Heavy Engine & Equipment Maintenance Manager",false,1,10,15
338,"Logistics, Warehousing & Distribution",Management,Fleet,5,111,Fleet Manager,false,1,8,15
339,"Logistics, Warehousing & Distribution",Operations,General labor: light lifting,1,12,"Team Member, Associate, Crew Member",false,2,1,15
340,"Logistics, Warehousing & Distribution",Operations,General labor: heavy lifting,1,13,"Team Member, Associate, Crew Member",false,2,2,15
341,"Logistics, Warehousing & Distribution",Operations,Administrative / clerical,3,42,"Administrative Assistant, Office Administrator, Administrative Support Specialist",false,2,3,15
342,"Logistics, Warehousing & Distribution",Operations,Logistics,3,,"Logistics Specialist, Logistical Operations",false,2,5,15
343,"Logistics, Warehousing & Distribution",Operations,Receiving,3,10,"Receiver, Receiving Associate",false,2,6,15
344,"Logistics, Warehousing & Distribution",Operations,Shipping,3,,"Shipping Specialist, Shipping Associate",false,2,7,15
345,"Logistics, Warehousing & Distribution",Operations,Inventory,3,11,"Inventory Specialist, Inventory Associate",false,2,8,15
346,"Logistics, Warehousing & Distribution",Operations,Routing,3,,"Routing Specialist, Routing Operations",false,2,9,15
347,"Logistics, Warehousing & Distribution",Operations,Dispatch,3,54,Dispatch,false,2,10,15
348,"Logistics, Warehousing & Distribution",Drivers: Standard Driver's License,Transporting / delivering items,2,91,Delivery Driver,false,3,1,15
349,"Logistics, Warehousing & Distribution",Drivers: Commercial Licenses & Endorsements,Class A,4,92,Driver: Class A License,false,4,1,15
350,"Logistics, Warehousing & Distribution",Drivers: Commercial Licenses & Endorsements,Class B,4,93,Driver: Class B License,false,4,2,15
351,"Logistics, Warehousing & Distribution",Drivers: Commercial Licenses & Endorsements,Class C,4,94,Driver: Class C License,false,4,3,15
352,"Logistics, Warehousing & Distribution",Drivers: Commercial Licenses & Endorsements,Endorsement H: hazardous materials,4,95,Driver: Endorsement H,false,4,4,15
353,"Logistics, Warehousing & Distribution",Drivers: Commercial Licenses & Endorsements,Endorsement N: tanker vehicles,4,96,Driver: Endorsement N,false,4,5,15
354,"Logistics, Warehousing & Distribution",Drivers: Commercial Licenses & Endorsements,Endorsement P: passenger,4,97,Driver: Endorsement P,false,4,6,15
355,"Logistics, Warehousing & Distribution",Drivers: Commercial Licenses & Endorsements,Endorsement S: school bus,4,98,Driver: Endorsement S,false,4,7,15
356,"Logistics, Warehousing & Distribution",Drivers: Commercial Licenses & Endorsements,Endorsement T: double / triple trailers,4,99,Driver: Endorsement T,false,4,8,15
357,"Logistics, Warehousing & Distribution",Equipment Operation,Light & medium equipment: warehouse / yard / port,3,81,Light / Medium Equipment Operator,false,5,1,15
358,"Logistics, Warehousing & Distribution",Equipment Operation,Heavy equipment: warehouse / yard / port,4,102,Heavy Equipment Operator,false,5,2,15
359,"Logistics, Warehousing & Distribution",Equipment Operation,Heavy equipment: cranes,4,103,Crane Operator,false,5,3,15
360,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",Maintenance: commercial properties / facilities,3,87,Commercial Building Maintenance Technician,false,6,1,15
361,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair","Maintenance: industrial equipment, machinery & systems",3,90,"Industrial Maintenance Technician, Industrial Maintenance Specialist, Industrial Maintenance Professional",false,6,2,15
362,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",HVAC maintenance: commercial,4,112,"Commercial HVAC Technician, Commercial HVAC Maintenance Professional",false,6,3,15
363,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",Refrigeration maintenance: commercial,4,113,"Commercial Refrigeration Technician, Commercial Refrigeration Professional",false,6,4,15
364,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",HVAC: commercial boilers,4,114,"Commercial Boiler Technician, Commercial Boiler Maintenance Professional",false,6,5,15
365,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",HVAC: commercial chillers,4,115,"Commercial Chiller Technician, Commercial Chiller Maintenance Professional",false,6,6,15
366,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",Millwright,4,116,Millwright,false,6,7,15
367,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",Mechanic: generators,4,117,"Generator Technician, Generator Mechanic",false,6,8,15
368,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",Mechanic: small equipment and engines,3,236,Small Equipment & Engine Mechanic,false,6,9,15
369,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",Mechanic: heavy equipment,4,118,Heavy Equipment Mechanic,false,6,10,15
370,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",Mechanic: automotive,4,119,Auto Mechanic,false,6,11,15
371,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",Mechanic: electric vehicles,4,220,"EV Mechanic, EV Technician",false,6,12,15
372,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",Mechanic: light duty diesel,4,221,Light Duty Diesel Mechanic,false,6,13,15
373,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair","Mechanic: trucks, busses & heavy duty diesel",4,222,Heavy Duty Diesel Mechanic,false,6,14,15
374,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",Mechanic: trailers,3,223,Trailer Mechanic,false,6,15,15
375,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",Mechanic: small boats,3,224,"Small Boat Mechanic, Marine Technician",false,6,16,15
376,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",Mechanic: large boats,4,225,Large Vessel Mechanic,false,6,17,15
377,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",Mechanic: helicopters,4,226,"Helicopter Mechanic, Helicopter Maintenance Technician",false,6,18,15
378,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",Mechanic: light aircraft,4,227,"Aircraft Mechanic, Aircraft Maintenance Technician",false,6,19,15
379,"Logistics, Warehousing & Distribution","Maintenance, Install & Repair",Mechanic: large aircraft,4,228,"Aircraft Mechanic, Aircraft Maintenance Technician",false,6,20,15
380,"Maintenance, Install & Repair: Vehicles, Engines & Equipment",Management,Maintenance & service: autobody,5,229,Autobody Service Manager,false,1,1,17
381,"Maintenance, Install & Repair: Vehicles, Engines & Equipment",Management,Maintenance & service: automotive,5,109,"Automotive Service Manager, Automotive Maintenance Manager",false,1,2,17
382,"Maintenance, Install & Repair: Vehicles, Engines & Equipment",Management,Maintenance & service: Heavy engine & equipment,5,110,"Heavy Engine & Equipment Service Manager, Heavy Engine & Equipment Maintenance Manager",false,1,3,17
383,"Maintenance, Install & Repair: Vehicles, Engines & Equipment",Management,Fleet,5,111,Fleet Manager,false,1,4,17
384,"Maintenance, Install & Repair: Vehicles, Engines & Equipment",Sales & Customer Service,Sales: consumer / retail,3,3,"Sales Associate, Salesperson, Sales, Sales Representative",false,2,1,17
385,"Maintenance, Install & Repair: Vehicles, Engines & Equipment",Sales & Customer Service,Sales: commercial / enterprise,4,4,"Sales Associate, Salesperson, Sales, Sales Representative",false,2,2,17
386,"Maintenance, Install & Repair: Vehicles, Engines & Equipment",Sales & Customer Service,Customer service,3,6,"Customer Service Associate, Customer Service, Associate",false,2,3,17
387,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Audio / entertainment systems install: vehicles,3,,Vehicle Audio / Entertainment Specialist,false,3,1,17
388,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Window tint install: vehicles,3,,Window Tint Specialist,false,3,2,17
389,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",PPF install: vehicles,3,,PPF Specialist,false,3,3,17
390,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Vinyl install: vehicles,3,,Vynl Specialist,false,3,4,17
391,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Estimating: autobody,3,230,Audobody Estimator,false,3,5,17
392,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Glass / windows: autobody,3,,Autobody Glass Specialist,false,3,6,17
393,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Repair & fabrication: autobody,3,231,Autobody Repair Specialist,false,3,7,17
394,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Painting: autobody,3,232,Autobody Painting Specialist,false,3,8,17
395,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Painting / coatings: industrial,3,233,Industrial Painter,false,3,9,17
396,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Mechanic: automotive,4,119,Auto Mechanic,false,3,10,17
397,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Mechanic: motorsport / motorcycle,4,,Motorcycle Mechanic,false,3,11,17
398,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Mechanic: electric vehicles,4,220,"EV Mechanic, EV Technician",false,3,12,17
399,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Mechanic: light duty diesel,4,221,Light Duty Diesel Mechanic,false,3,13,17
400,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair","Mechanic: trucks, busses & heavy duty diesel",4,222,Heavy Duty Diesel Mechanic,false,3,14,17
401,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Mechanic: trailers,3,223,Trailer Mechanic,false,3,15,17
402,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Mechanic: small boats,3,224,"Small Boat Mechanic, Marine Technician",false,3,16,17
403,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Mechanic: large boats,4,225,Large Vessel Mechanic,false,3,17,17
404,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Mechanic: helicopters,4,226,"Helicopter Mechanic, Helicopter Maintenance Technician",false,3,18,17
405,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Mechanic: light aircraft,4,227,"Aircraft Mechanic, Aircraft Maintenance Technician",false,3,19,17
406,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Mechanic: large aircraft,4,228,"Aircraft Mechanic, Aircraft Maintenance Technician",false,3,20,17
407,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Electric vehicle charging stations: install,4,234,Electric Vehicle Charging Station Installer,false,3,21,17
408,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Vehicle maintenance, install & repair",Electric vehicle charging stations: maintenance,4,235,Electric Vehicle Charging Station Maintenance Specialist,false,3,22,17
409,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics",Mechanic: small equipment and engines,3,236,Small Equipment & Engine Mechanic,false,4,1,17
410,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics",Mechanic: automotive,4,119,Auto Mechanic,false,4,2,17
411,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics",Mechanic: generators,4,117,"Generator Technician, Generator Mechanic",false,4,3,17
412,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics","Maintenance: industrial equipment, machinery & systems",3,90,"Industrial Maintenance Technician, Industrial Maintenance Specialist, Industrial Maintenance Professional",false,4,4,17
413,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics",Millwright,4,116,Millwright,false,4,5,17
414,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics",Pipefitting,4,237,Pipefitter,false,4,6,17
415,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics",HVAC maintenance: residential,3,238,"Residential HVAC Technician, Residential HVAC Professional",false,4,7,17
416,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics",HVAC maintenance: commercial,4,112,"Commercial HVAC Technician, Commercial HVAC Professional",false,4,8,17
417,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics",Refrigeration maintenance: commercial,4,113,"Commercial Refrigeration Technician, Commercial Refrigeration Professional",false,4,9,17
418,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics",HVAC: commercial boilers,4,114,"Commercial Boiler Technician, Commercial Boiler Professional",false,4,10,17
419,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics",HVAC: commercial chillers,4,115,"Commercial Chiller Technician, Commercial Chiller Professional",false,4,11,17
420,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics",Appliance maintenance & repair: residential,3,239,Appliance Repair Specialist,false,4,12,17
421,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics",Appliance maintenance & repair: commercial,3,240,Appliance Repair Specialist,false,4,13,17
422,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics",Appliance maintenance & repair: espresso machines,3,241,Esspresso Machine Repair Specialist,false,4,14,17
423,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics",Medical equipment maintenance & repair,3,242,Medical Equipment Repair Specialist,false,4,15,17
424,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Equipment, Appliances & Electronics","Computer, smartphone & consumer electronics repair",3,243,Consumer Electronics Repair Specialist,false,4,16,17
425,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Welding, Torch Cutting, Soldering & Brazing",Soldering,3,244,Soldering Specialist,false,5,1,17
